A,Z,E(y),Sigma,Sigma Uncertainty,Half life (seconds),K0,K0 Uncertainty,Number of Isotope,Isotope Name
71.0,31.0,2201.91,0.52,0.04,50800.0,0.0226,0.00174,72.0,Ga
71.0,31.0,2214.3,0.0031,0.0003,50800.0,0.000135,1.3e-05,72.0,Ga
71.0,31.0,2402.2,0.00041,6e-05,50800.0,1.78e-05,2.61e-06,72.0,Ga
71.0,31.0,2404.3,0.000264,2.5e-05,50800.0,1.15e-05,1.09e-06,72.0,Ga
71.0,31.0,2491.6,0.17,0.04,50800.0,0.00739,0.00174,72.0,Ga
71.0,31.0,2507.4,0.28,0.04,50800.0,0.0122,0.00174,72.0,Ga
71.0,31.0,2515.0,0.0044,0.0003,50800.0,0.000191,1.3e-05,72.0,Ga
71.0,31.0,2583.4,0.000245,2.5e-05,50800.0,1.06e-05,1.09e-06,72.0,Ga
71.0,31.0,2605.5,0.00031,3e-05,50800.0,1.35e-05,1.3e-06,72.0,Ga
71.0,31.0,2621.06,0.00226,0.00022,50800.0,9.82e-05,9.56e-06,72.0,Ga
71.0,31.0,2633.9,0.000248,2.5e-05,50800.0,1.08e-05,1.09e-06,72.0,Ga
71.0,31.0,2785.1,0.0005,6e-05,50800.0,2.17e-05,2.61e-06,72.0,Ga
71.0,31.0,2844.0,0.0075,0.0006,50800.0,0.000326,2.61e-05,72.0,Ga
71.0,31.0,2939.6,0.000179,1.9e-05,50800.0,7.78e-06,8.26e-07,72.0,Ga
71.0,31.0,2942.4,0.0005,6e-05,50800.0,2.17e-05,2.61e-06,72.0,Ga
71.0,31.0,2950.0,6.6e-05,1.6e-05,50800.0,2.87e-06,6.95e-07,72.0,Ga
71.0,31.0,2981.14,0.00094,9e-05,50800.0,4.09e-05,3.91e-06,72.0,Ga
71.0,31.0,3034.6,0.15,0.03,50800.0,0.00652,0.0013,72.0,Ga
71.0,31.0,3093.7,0.00029,3e-05,50800.0,1.26e-05,1.3e-06,72.0,Ga
71.0,31.0,3324.6,5e-05,6e-06,50800.0,2.17e-06,2.61e-07,72.0,Ga
71.0,31.0,3338.3,5.3e-05,6e-06,50800.0,2.3e-06,2.61e-07,72.0,Ga
70.0,32.0,23.438,0.0004,2.5e-05,0.0204,1.67e-05,1.04e-06,71.0,Ge
70.0,32.0,175.05,0.078,0.005,0.0204,0.00325,0.000209,71.0,Ge
72.0,32.0,13.271,0.000117,1e-05,0.499,4.88e-06,4.17e-07,73.0,Ge
72.0,32.0,53.44,0.0134,0.0012,0.499,0.000559,5.01e-05,73.0,Ge
74.0,32.0,66.0,0.000182,9e-06,4970.0,7.59e-06,3.75e-07,75.0,Ge
74.0,32.0,139.68,0.0232,0.0007,47.7,0.000968,2.92e-05,75.0,Ge
74.0,32.0,198.6,0.0019,6e-05,4970.0,7.93e-05,2.5e-06,75.0,Ge
74.0,32.0,264.6,0.018,0.0012,4970.0,0.000751,5.01e-05,75.0,Ge
74.0,32.0,270.2,5.5e-06,1.8e-06,4970.0,2.29e-07,7.51e-08,75.0,Ge
74.0,32.0,279.7,9.1e-06,1.8e-06,4970.0,3.8e-07,7.51e-08,75.0,Ge
74.0,32.0,338.0,7.3e-06,1.8e-06,4970.0,3.05e-07,7.51e-08,75.0,Ge
74.0,32.0,353.0,3.3e-05,4e-06,4970.0,1.38e-06,1.67e-07,75.0,Ge
74.0,32.0,419.1,0.000295,1.1e-05,4970.0,1.23e-05,4.59e-07,75.0,Ge
74.0,32.0,468.8,0.000358,1.5e-05,4970.0,1.49e-05,6.26e-07,75.0,Ge
74.0,32.0,617.7,0.000182,9e-06,4970.0,7.59e-06,3.75e-07,75.0,Ge
76.0,32.0,150.6,4.5e-06,1.3e-06,40700.0,1.88e-07,5.42e-08,77.0,Ge
76.0,32.0,156.36,9.6e-05,3.01e-06,40700.0,4.01e-06,1.26e-07,77.0,Ge
76.0,32.0,159.11,2.74e-05,1.1e-06,40700.0,1.14e-06,4.59e-08,77.0,Ge
76.0,32.0,159.61,0.001,0.00023,52.9,4.17e-05,9.6e-06,77.0,Ge
76.0,32.0,177.28,2.13e-05,8.03e-07,40700.0,8.89e-07,3.35e-08,77.0,Ge
76.0,32.0,194.76,0.000211,8.02e-06,40700.0,8.8e-06,3.35e-07,77.0,Ge
76.0,32.0,194.8,4.84e-05,2.01e-06,52.9,2.02e-06,8.39e-08,77.0,Ge
76.0,32.0,208.98,0.000112,4.01e-06,40700.0,4.67e-06,1.67e-07,77.0,Ge
76.0,32.0,211.03,0.00367,0.000111,40700.0,0.000153,4.63e-06,77.0,Ge
76.0,32.0,215.5,0.00341,0.000101,40700.0,0.000142,4.21e-06,77.0,Ge
76.0,32.0,215.53,0.0025,0.0003,52.9,0.000104,1.25e-05,77.0,Ge
76.0,32.0,219.13,1.7e-05,1.7e-05,40700.0,7.09e-07,7.09e-07,77.0,Ge
76.0,32.0,254.74,2.52e-05,7.04e-07,40700.0,1.05e-06,2.94e-08,77.0,Ge
76.0,32.0,264.44,0.0064,1.9e-05,40700.0,0.000267,7.93e-07,77.0,Ge
76.0,32.0,264.7,2.6e-06,3e-07,52.9,1.08e-07,1.25e-08,77.0,Ge
76.0,32.0,268.1,2.6e-05,1.9e-05,40700.0,1.08e-06,7.93e-07,77.0,Ge
76.0,32.0,313.3,2.44e-06,6.04e-08,40700.0,1.02e-07,2.52e-09,77.0,Ge
76.0,32.0,325.6,3.2e-06,1e-06,40700.0,1.34e-07,4.17e-08,77.0,Ge
76.0,32.0,337.63,2.76e-05,6.06e-07,40700.0,1.15e-06,2.53e-08,77.0,Ge
76.0,32.0,338.66,7.96e-05,1.91e-06,40700.0,3.32e-06,7.97e-08,77.0,Ge
76.0,32.0,350.1,1.99e-06,1.3e-07,40700.0,8.3e-08,5.42e-09,77.0,Ge
76.0,32.0,367.4,0.00167,4.03e-05,40700.0,6.97e-05,1.68e-06,77.0,Ge
76.0,32.0,399.01,1.14e-05,4.01e-07,40700.0,4.76e-07,1.67e-08,77.0,Ge
76.0,32.0,416.33,0.0026,6.05e-05,40700.0,0.000108,2.52e-06,77.0,Ge
76.0,32.0,419.5,1.11e-05,7.01e-07,52.9,4.63e-07,2.92e-08,77.0,Ge
76.0,32.0,419.75,0.000146,3.03e-06,40700.0,6.09e-06,1.26e-07,77.0,Ge
76.0,32.0,430.6,1.22e-06,6.01e-08,40700.0,5.09e-08,2.51e-09,77.0,Ge
76.0,32.0,439.44,2.41e-05,5.05e-07,40700.0,1.01e-06,2.11e-08,77.0,Ge
76.0,32.0,444.42,2.05e-06,6.03e-08,40700.0,8.55e-08,2.52e-09,77.0,Ge
76.0,32.0,461.38,0.000151,3.03e-06,40700.0,6.3e-06,1.26e-07,77.0,Ge
76.0,32.0,470.0,9.6e-07,6.01e-08,40700.0,4.01e-08,2.51e-09,77.0,Ge
76.0,32.0,475.43,0.000118,3.02e-06,40700.0,4.92e-06,1.26e-07,77.0,Ge
76.0,32.0,503.86,5.9e-06,5e-07,52.9,2.46e-07,2.09e-08,77.0,Ge
76.0,32.0,503.94,8.34e-06,1.92e-07,40700.0,3.48e-07,8.01e-09,77.0,Ge
76.0,32.0,520.0,3.5e-05,4e-06,40700.0,1.46e-06,1.67e-07,77.0,Ge
76.0,32.0,531.3,5.52e-06,1.31e-07,40700.0,2.3e-07,5.47e-09,77.0,Ge
76.0,32.0,534.99,1.3e-07,6e-08,40700.0,5.42e-09,2.5e-09,77.0,Ge
76.0,32.0,557.0,5.1e-06,1.52e-08,40700.0,2.13e-07,6.34e-10,77.0,Ge
76.0,32.0,558.02,0.00191,5.03e-05,40700.0,7.97e-05,2.1e-06,77.0,Ge
76.0,32.0,569.22,9.37e-06,1.92e-07,40700.0,3.91e-07,8.01e-09,77.0,Ge
76.0,32.0,582.54,9.3e-05,1.92e-06,40700.0,3.88e-06,8.01e-08,77.0,Ge
76.0,32.0,610.96,7.32e-06,1.91e-07,40700.0,3.05e-07,7.97e-09,77.0,Ge
76.0,32.0,614.39,6e-05,6e-06,40700.0,2.5e-06,2.5e-07,77.0,Ge
76.0,32.0,614.39,1.06e-05,1.1e-06,40700.0,4.42e-07,4.59e-08,77.0,Ge
76.0,32.0,624.76,2.17e-05,5.04e-07,40700.0,9.05e-07,2.1e-08,77.0,Ge
76.0,32.0,631.82,0.000828,1.92e-05,40700.0,3.45e-05,8.01e-07,77.0,Ge
76.0,32.0,634.39,0.000248,5.05e-06,40700.0,1.03e-05,2.11e-07,77.0,Ge
76.0,32.0,638.97,4.81e-06,1.31e-07,40700.0,2.01e-07,5.47e-09,77.0,Ge
76.0,32.0,655.28,1.48e-06,6.02e-08,40700.0,6.17e-08,2.51e-09,77.0,Ge
76.0,32.0,660.06,3.66e-06,1.3e-07,40700.0,1.53e-07,5.42e-09,77.0,Ge
76.0,32.0,665.4,5.8e-07,6e-08,40700.0,2.42e-08,2.5e-09,77.0,Ge
76.0,32.0,673.09,1.58e-05,1.6e-06,40700.0,6.59e-07,6.68e-08,77.0,Ge
76.0,32.0,673.09,6.4e-05,6e-06,40700.0,2.67e-06,2.5e-07,77.0,Ge
76.0,32.0,680.36,4.62e-06,1.31e-07,40700.0,1.93e-07,5.47e-09,77.0,Ge
76.0,32.0,685.37,8e-06,8e-07,40700.0,3.34e-07,3.34e-08,77.0,Ge
76.0,32.0,685.37,3e-06,3e-07,40700.0,1.25e-07,1.25e-08,77.0,Ge
76.0,32.0,698.54,2.72e-05,6.05e-07,40700.0,1.13e-06,2.52e-08,77.0,Ge
76.0,32.0,705.24,1.27e-05,3.02e-07,40700.0,5.3e-07,1.26e-08,77.0,Ge
76.0,32.0,712.35,9.88e-05,1.92e-06,40700.0,4.12e-06,8.01e-08,77.0,Ge
76.0,32.0,714.35,0.000853,1.92e-05,40700.0,3.56e-05,8.01e-07,77.0,Ge
76.0,32.0,730.4,2.44e-06,1.3e-07,40700.0,1.02e-07,5.42e-09,77.0,Ge
76.0,32.0,743.65,2.11e-05,5.04e-07,40700.0,8.8e-07,2.1e-08,77.0,Ge
76.0,32.0,745.75,0.000115,3.02e-06,40700.0,4.8e-06,1.26e-07,77.0,Ge
76.0,32.0,749.86,0.000105,1.93e-06,40700.0,4.38e-06,8.05e-08,77.0,Ge
76.0,32.0,766.72,9.37e-05,1.92e-06,40700.0,3.91e-06,8.01e-08,77.0,Ge
76.0,32.0,775.75,1.8e-06,6.02e-08,40700.0,7.51e-08,2.51e-09,77.0,Ge
76.0,32.0,781.26,0.000121,3.02e-06,40700.0,5.05e-06,1.26e-07,77.0,Ge
76.0,32.0,784.77,0.000157,3.04e-06,40700.0,6.55e-06,1.27e-07,77.0,Ge
76.0,32.0,788.92,1.16e-05,3.02e-07,40700.0,4.84e-07,1.26e-08,77.0,Ge
76.0,32.0,794.33,3.29e-05,8.06e-07,40700.0,1.37e-06,3.36e-08,77.0,Ge
76.0,32.0,798.8,5.71e-06,1.31e-07,40700.0,2.38e-07,5.47e-09,77.0,Ge
76.0,32.0,802.84,3.34e-06,1.3e-07,40700.0,1.39e-07,5.42e-09,77.0,Ge
76.0,32.0,810.35,0.00027,6.05e-06,40700.0,1.13e-05,2.52e-07,77.0,Ge
76.0,32.0,813.36,1.57e-05,4.03e-07,40700.0,6.55e-07,1.68e-08,77.0,Ge
76.0,32.0,823.13,7.12e-05,1.32e-06,40700.0,2.97e-06,5.51e-08,77.0,Ge
76.0,32.0,825.4,5.1e-06,1.3e-06,40700.0,2.13e-07,5.42e-08,77.0,Ge
76.0,32.0,843.17,2.48e-05,5.05e-07,40700.0,1.03e-06,2.11e-08,77.0,Ge
76.0,32.0,857.62,3.66e-06,1.3e-07,40700.0,1.53e-07,5.42e-09,77.0,Ge
76.0,32.0,875.19,9.3e-05,3.01e-06,40700.0,3.88e-06,1.26e-07,77.0,Ge
76.0,32.0,884.17,1.86e-06,6.03e-08,40700.0,7.76e-08,2.52e-09,77.0,Ge
76.0,32.0,889.23,1.67e-06,6.02e-08,40700.0,6.97e-08,2.51e-09,77.0,Ge
76.0,32.0,896.51,1.46e-05,3.03e-07,40700.0,6.09e-07,1.26e-08,77.0,Ge
76.0,32.0,900.97,1.44e-05,3.03e-07,40700.0,6.01e-07,1.26e-08,77.0,Ge
76.0,32.0,906.99,0.000113,3.02e-06,40700.0,4.71e-06,1.26e-07,77.0,Ge
76.0,32.0,913.81,4.35e-05,9.09e-07,40700.0,1.81e-06,3.79e-08,77.0,Ge
76.0,32.0,921.04,8.47e-06,1.92e-07,40700.0,3.53e-07,8.01e-09,77.0,Ge
76.0,32.0,923.14,8.21e-05,1.92e-06,40700.0,3.43e-06,8.01e-08,77.0,Ge
76.0,32.0,925.47,8.5e-05,9e-06,40700.0,3.55e-06,3.75e-07,77.0,Ge
76.0,32.0,925.47,7.6e-06,8e-07,40700.0,3.17e-07,3.34e-08,77.0,Ge
76.0,32.0,928.85,0.000124,3.02e-06,40700.0,5.17e-06,1.26e-07,77.0,Ge
76.0,32.0,939.35,3.39e-05,8.06e-07,40700.0,1.41e-06,3.36e-08,77.0,Ge
76.0,32.0,945.73,3.66e-06,1.3e-07,40700.0,1.53e-07,5.42e-09,77.0,Ge
76.0,32.0,945.73,3.66e-06,1.3e-07,40700.0,1.53e-07,5.42e-09,77.0,Ge
76.0,32.0,959.24,8.34e-06,1.92e-07,40700.0,3.48e-07,8.01e-09,77.0,Ge
76.0,32.0,966.4,4.5e-06,1.3e-06,40700.0,1.88e-07,5.42e-08,77.0,Ge
76.0,32.0,970.1,3.2e-06,1e-06,40700.0,1.34e-07,4.17e-08,77.0,Ge
76.0,32.0,985.73,1.17e-05,3.02e-07,40700.0,4.88e-07,1.26e-08,77.0,Ge
76.0,32.0,990.3,2.8e-06,3e-07,52.9,1.17e-07,1.25e-08,77.0,Ge
76.0,32.0,996.55,1.25e-05,3.02e-07,40700.0,5.21e-07,1.26e-08,77.0,Ge
76.0,32.0,1007.47,1.6e-06,6.02e-08,40700.0,6.68e-08,2.51e-09,77.0,Ge
76.0,32.0,1021.9,7.1e-07,6e-08,40700.0,2.96e-08,2.5e-09,77.0,Ge
76.0,32.0,1052.54,3.72e-06,1.3e-07,40700.0,1.55e-07,5.42e-09,77.0,Ge
76.0,32.0,1061.6,6.2e-07,1.6e-07,52.9,2.59e-08,6.68e-09,77.0,Ge
76.0,32.0,1061.7,1.79e-05,4.04e-07,40700.0,7.47e-07,1.69e-08,77.0,Ge
76.0,32.0,1080.82,2.87e-05,6.06e-07,40700.0,1.2e-06,2.53e-08,77.0,Ge
76.0,32.0,1085.19,0.00072,1.52e-05,40700.0,3e-05,6.34e-07,77.0,Ge
76.0,32.0,1100.8,8.3e-07,2.1e-07,52.9,3.46e-08,8.76e-09,77.0,Ge
76.0,32.0,1104.23,4.04e-06,1.31e-07,40700.0,1.69e-07,5.47e-09,77.0,Ge
76.0,32.0,1114.8,1.23e-05,5.01e-07,40700.0,5.13e-07,2.09e-08,77.0,Ge
76.0,32.0,1124.99,1.4e-05,3.03e-07,40700.0,5.84e-07,1.26e-08,77.0,Ge
76.0,32.0,1134.77,3.27e-06,1.3e-07,40700.0,1.36e-07,5.42e-09,77.0,Ge
76.0,32.0,1151.84,2.32e-05,5.05e-07,40700.0,9.68e-07,2.11e-08,77.0,Ge
76.0,32.0,1155.37,2.31e-06,1.3e-07,40700.0,9.64e-08,5.42e-09,77.0,Ge
76.0,32.0,1164.65,5.97e-06,1.31e-07,40700.0,2.49e-07,5.47e-09,77.0,Ge
76.0,32.0,1172.4,4.7e-07,2.1e-07,52.9,1.96e-08,8.76e-09,77.0,Ge
76.0,32.0,1186.52,4.43e-06,1.31e-07,40700.0,1.85e-07,5.47e-09,77.0,Ge
76.0,32.0,1193.26,0.000305,6.07e-06,40700.0,1.27e-05,2.53e-07,77.0,Ge
76.0,32.0,1201.43,9.69e-06,1.92e-07,40700.0,4.04e-07,8.01e-09,77.0,Ge
76.0,32.0,1215.42,1.51e-05,3.03e-07,40700.0,6.3e-07,1.26e-08,77.0,Ge
76.0,32.0,1234.55,3.34e-06,1.3e-07,40700.0,1.39e-07,5.42e-09,77.0,Ge
76.0,32.0,1242.18,4.74e-05,1.01e-06,40700.0,1.98e-06,4.21e-08,77.0,Ge
76.0,32.0,1263.86,0.000101,1.92e-06,40700.0,4.21e-06,8.01e-08,77.0,Ge
76.0,32.0,1279.96,2.07e-05,5.04e-07,40700.0,8.64e-07,2.1e-08,77.0,Ge
76.0,32.0,1295.71,1.07e-05,1.1e-06,40700.0,4.46e-07,4.59e-08,77.0,Ge
76.0,32.0,1295.71,7.1e-06,7e-07,40700.0,2.96e-07,2.92e-08,77.0,Ge
76.0,32.0,1309.27,5.79e-05,1.31e-06,40700.0,2.42e-06,5.47e-08,77.0,Ge
76.0,32.0,1312.8,4.26e-05,9.09e-07,40700.0,1.78e-06,3.79e-08,77.0,Ge
76.0,32.0,1319.66,3.58e-05,8.07e-07,40700.0,1.49e-06,3.37e-08,77.0,Ge
76.0,32.0,1323.32,1.93e-06,6.03e-08,40700.0,8.05e-08,2.52e-09,77.0,Ge
76.0,32.0,1326.05,4.56e-06,1.31e-07,40700.0,1.9e-07,5.47e-09,77.0,Ge
76.0,32.0,1339.19,8.15e-06,1.92e-07,40700.0,3.4e-07,8.01e-09,77.0,Ge
76.0,32.0,1340.0,1.8e-06,3e-07,52.9,7.51e-08,1.25e-08,77.0,Ge
76.0,32.0,1354.31,1.73e-06,6.02e-08,40700.0,7.22e-08,2.51e-09,77.0,Ge
76.0,32.0,1358.74,3.47e-06,1.3e-07,40700.0,1.45e-07,5.42e-09,77.0,Ge
76.0,32.0,1368.4,0.0004,4e-05,40700.0,1.67e-05,1.67e-06,77.0,Ge
76.0,32.0,1385.78,9e-07,6.01e-08,40700.0,3.75e-08,2.51e-09,77.0,Ge
76.0,32.0,1389.1,8.3e-07,1.6e-07,52.9,3.46e-08,6.68e-09,77.0,Ge
76.0,32.0,1397.3,9e-07,6.01e-08,40700.0,3.75e-08,2.51e-09,77.0,Ge
76.0,32.0,1409.94,1.24e-05,6.01e-07,52.9,5.17e-07,2.51e-08,77.0,Ge
76.0,32.0,1411.8,7.8e-07,2.1e-07,52.9,3.25e-08,8.76e-09,77.0,Ge
76.0,32.0,1452.59,1.44e-05,4.02e-07,40700.0,6.01e-07,1.68e-08,77.0,Ge
76.0,32.0,1454.75,4.43e-06,1.31e-07,40700.0,1.85e-07,5.47e-09,77.0,Ge
76.0,32.0,1461.2,7.3e-07,1.6e-07,52.9,3.05e-08,6.68e-09,77.0,Ge
76.0,32.0,1465.75,7.1e-06,7e-07,40700.0,2.96e-07,2.92e-08,77.0,Ge
76.0,32.0,1465.75,7.1e-06,7e-07,40700.0,2.96e-07,2.92e-08,77.0,Ge
76.0,32.0,1476.52,2.88e-05,6.06e-07,40700.0,1.2e-06,2.53e-08,77.0,Ge
76.0,32.0,1478.99,1.01e-05,9.01e-07,40700.0,4.21e-07,3.76e-08,77.0,Ge
76.0,32.0,1478.99,1.51e-05,1.7e-06,40700.0,6.3e-07,7.09e-08,77.0,Ge
76.0,32.0,1481.73,5.4e-06,4e-07,52.9,2.25e-07,1.67e-08,77.0,Ge
76.0,32.0,1495.6,5.93e-05,1.21e-06,40700.0,2.47e-06,5.05e-08,77.0,Ge
76.0,32.0,1528.2,5.52e-06,1.31e-07,40700.0,2.3e-07,5.47e-09,77.0,Ge
76.0,32.0,1538.76,1.69e-05,4.03e-07,40700.0,7.05e-07,1.68e-08,77.0,Ge
76.0,32.0,1557.03,1.48e-06,6.02e-08,40700.0,6.17e-08,2.51e-09,77.0,Ge
76.0,32.0,1569.39,6.8e-06,3.01e-07,40700.0,2.84e-07,1.26e-08,77.0,Ge
76.0,32.0,1573.69,7.83e-05,1.91e-06,40700.0,3.27e-06,7.97e-08,77.0,Ge
76.0,32.0,1604.65,2.51e-05,1.1e-06,52.9,1.05e-06,4.59e-08,77.0,Ge
76.0,32.0,1624.13,6.4e-07,1.3e-07,40700.0,2.67e-08,5.42e-09,77.0,Ge
76.0,32.0,1639.5,7.7e-07,1.9e-07,40700.0,3.21e-08,7.93e-09,77.0,Ge
76.0,32.0,1642.6,2.5e-06,1.9e-07,40700.0,1.04e-07,7.93e-09,77.0,Ge
76.0,32.0,1676.46,1.89e-05,9.02e-07,52.9,7.88e-07,3.76e-08,77.0,Ge
76.0,32.0,1709.81,3.65e-05,8.07e-07,40700.0,1.52e-06,3.37e-08,77.0,Ge
76.0,32.0,1719.66,4.74e-05,1.01e-06,40700.0,1.98e-06,4.21e-08,77.0,Ge
76.0,32.0,1722.16,6.1e-06,1.31e-07,40700.0,2.54e-07,5.47e-09,77.0,Ge
76.0,32.0,1727.18,1.76e-05,4.03e-07,40700.0,7.34e-07,1.68e-08,77.0,Ge
76.0,32.0,1735.66,1.09e-06,6.01e-08,40700.0,4.55e-08,2.51e-09,77.0,Ge
76.0,32.0,1759.6,7e-07,5e-07,40700.0,2.92e-08,2.09e-08,77.0,Ge
76.0,32.0,1784.4,9e-07,6.01e-08,40700.0,3.75e-08,2.51e-09,77.0,Ge
76.0,32.0,1792.63,5.71e-06,1.91e-07,40700.0,2.38e-07,7.97e-09,77.0,Ge
76.0,32.0,1810.2,4.5e-06,6e-07,40700.0,1.88e-07,2.5e-08,77.0,Ge
76.0,32.0,1829.03,1.2e-06,3e-07,40700.0,5.01e-08,1.25e-08,77.0,Ge
76.0,32.0,1831.23,3.27e-06,1.3e-07,40700.0,1.36e-07,5.42e-09,77.0,Ge
76.0,32.0,1846.41,2.03e-05,5.04e-07,40700.0,8.47e-07,2.1e-08,77.0,Ge
76.0,32.0,1878.6,4.36e-06,1.31e-07,40700.0,1.82e-07,5.47e-09,77.0,Ge
76.0,32.0,1881.47,1.54e-06,1.9e-07,40700.0,6.42e-08,7.93e-09,77.0,Ge
76.0,32.0,1911.91,2.82e-06,1.3e-07,40700.0,1.18e-07,5.42e-09,77.0,Ge
76.0,32.0,1929.41,3.14e-06,1.3e-07,40700.0,1.31e-07,5.42e-09,77.0,Ge
76.0,32.0,1948.62,9.6e-07,1.3e-07,40700.0,4.01e-08,5.42e-09,77.0,Ge
76.0,32.0,2000.1,6.67e-05,1.32e-06,40700.0,2.78e-06,5.51e-08,77.0,Ge
76.0,32.0,2037.76,7.3e-06,4.01e-07,40700.0,3.05e-07,1.67e-08,77.0,Ge
76.0,32.0,2077.17,2.77e-05,6.06e-07,40700.0,1.16e-06,2.53e-08,77.0,Ge
76.0,32.0,2089.6,4.13e-05,9.08e-07,40700.0,1.72e-06,3.79e-08,77.0,Ge
76.0,32.0,2126.15,2.43e-05,5.05e-07,40700.0,1.01e-06,2.11e-08,77.0,Ge
76.0,32.0,2248.12,2.1e-06,3e-07,40700.0,8.76e-08,1.25e-08,77.0,Ge
76.0,32.0,2280.0,9e-07,1.3e-07,40700.0,3.75e-08,5.42e-09,77.0,Ge
76.0,32.0,2328.04,2.63e-06,1.3e-07,40700.0,1.1e-07,5.42e-09,77.0,Ge
76.0,32.0,2341.63,5.61e-05,1.21e-06,40700.0,2.34e-06,5.05e-08,77.0,Ge
76.0,32.0,2353.4,5.8e-07,6e-08,40700.0,2.42e-08,2.5e-09,77.0,Ge
75.0,33.0,302.2,0.00041,6e-05,94500.0,1.66e-05,2.43e-06,76.0,As
75.0,33.0,358.4,0.00061,0.0,94500.0,2.47e-05,0.0,76.0,As
75.0,33.0,403.2,0.00106,6e-05,94500.0,4.29e-05,2.43e-06,76.0,As
75.0,33.0,437.3,6.1e-05,2e-05,94500.0,2.47e-06,8.09e-07,76.0,As
75.0,33.0,456.9,0.00161,0.0001,94500.0,6.51e-05,4.04e-06,76.0,As
75.0,33.0,466.5,0.0002,0.00016,94500.0,8.09e-06,6.47e-06,76.0,As
75.0,33.0,472.8,0.00224,0.0002,94500.0,9.06e-05,8.09e-06,76.0,As
75.0,33.0,484.8,0.00026,6e-05,94500.0,1.05e-05,2.43e-06,76.0,As
75.0,33.0,559.1,2.0,0.1,94500.0,0.0809,0.00404,76.0,As
75.0,33.0,563.23,0.054,0.003,94500.0,0.00218,0.000121,76.0,As
75.0,33.0,571.5,0.0063,0.0004,94500.0,0.000255,1.62e-05,76.0,As
75.0,33.0,575.3,0.00305,0.0002,94500.0,0.000123,8.09e-06,76.0,As
75.0,33.0,639.5,0.00016,6e-05,94500.0,6.47e-06,2.43e-06,76.0,As
75.0,33.0,657.05,0.279,0.014,94500.0,0.0113,0.000566,76.0,As
75.0,33.0,665.0,0.0016,0.0016,94500.0,6.47e-05,6.47e-05,76.0,As
75.0,33.0,665.34,0.0165,0.0014,94500.0,0.000667,5.66e-05,76.0,As
75.0,33.0,695.2,0.00041,4e-05,94500.0,1.66e-05,1.62e-06,76.0,As
75.0,33.0,727.0,0.00083,6e-05,94500.0,3.36e-05,2.43e-06,76.0,As
75.0,33.0,740.1,0.0053,0.0004,94500.0,0.000214,1.62e-05,76.0,As
75.0,33.0,771.74,0.0055,0.0004,94500.0,0.000222,1.62e-05,76.0,As
75.0,33.0,797.0,0.0002,0.00014,94500.0,8.09e-06,5.66e-06,76.0,As
75.0,33.0,809.8,0.00077,4e-05,94500.0,3.11e-05,1.62e-06,76.0,As
75.0,33.0,867.64,0.0059,0.0004,94500.0,0.000239,1.62e-05,76.0,As
75.0,33.0,882.13,0.00264,0.0002,94500.0,0.000107,8.09e-06,76.0,As
75.0,33.0,954.6,8e-05,6e-05,94500.0,3.24e-06,2.43e-06,76.0,As
75.0,33.0,980.9,0.00187,0.0001,94500.0,7.56e-05,4.04e-06,76.0,As
75.0,33.0,1030.6,4.1e-05,2e-05,94500.0,1.66e-06,8.09e-07,76.0,As
75.0,33.0,1098.2,0.000163,2e-05,94500.0,6.59e-06,8.09e-07,76.0,As
75.0,33.0,1129.87,0.0057,0.0006,94500.0,0.000231,2.43e-05,76.0,As
75.0,33.0,1130.0,0.0008,0.0006,94500.0,3.24e-05,2.43e-05,76.0,As
75.0,33.0,1212.92,0.065,0.004,94500.0,0.00263,0.000162,76.0,As
75.0,33.0,1216.08,0.155,0.008,94500.0,0.00627,0.000324,76.0,As
75.0,33.0,1228.52,0.055,0.004,94500.0,0.00222,0.000162,76.0,As
75.0,33.0,1439.1,0.0126,0.0006,94500.0,0.00051,2.43e-05,76.0,As
75.0,33.0,1453.62,0.0049,0.0004,94500.0,0.000198,1.62e-05,76.0,As
75.0,33.0,1467.0,4.1e-05,2e-05,94500.0,1.66e-06,8.09e-07,76.0,As
75.0,33.0,1532.8,0.0011,6e-05,94500.0,4.45e-05,2.43e-06,76.0,As
75.0,33.0,1567.9,0.000346,2e-05,94500.0,1.4e-05,8.09e-07,76.0,As
75.0,33.0,1611.2,0.000346,2e-05,94500.0,1.4e-05,8.09e-07,76.0,As
75.0,33.0,1787.66,0.0132,0.0008,94500.0,0.000534,3.24e-05,76.0,As
75.0,33.0,1805.0,6e-05,4e-05,94500.0,2.43e-06,1.62e-06,76.0,As
75.0,33.0,1870.0,0.00244,0.0002,94500.0,9.87e-05,8.09e-06,76.0,As
75.0,33.0,1881.3,4.1e-05,2e-05,94500.0,1.66e-06,8.09e-07,76.0,As
75.0,33.0,1955.7,0.00041,4e-05,94500.0,1.66e-05,1.62e-06,76.0,As
75.0,33.0,2096.3,0.0248,0.0014,94500.0,0.001,5.66e-05,76.0,As
75.0,33.0,2110.8,0.0148,0.001,94500.0,0.000599,4.04e-05,76.0,As
75.0,33.0,2127.0,6.1e-05,2e-05,94500.0,2.47e-06,8.09e-07,76.0,As
75.0,33.0,2429.0,0.00142,0.00012,94500.0,5.74e-05,4.85e-06,76.0,As
75.0,33.0,2655.3,0.00197,0.0001,94500.0,7.97e-05,4.04e-06,76.0,As
75.0,33.0,2669.7,1.22e-05,2e-06,94500.0,4.93e-07,8.09e-08,76.0,As
