A,Z,E(y),Sigma,Sigma Uncertainty,Half life (seconds),K0,K0 Uncertainty,Number of Isotope,Isotope Name
235.0,92.0,140.76,1.27,0.12,2.22e+16,0.0162,0.00153,236.0,U 
235.0,92.0,142.4,0.029,0.000209,2.22e+16,0.000369,2.66e-06,236.0,U 
235.0,92.0,143.76,63.0,0.675,2.22e+16,0.802,0.00859,236.0,U 
235.0,92.0,150.93,0.46,0.0601,2.22e+16,0.00586,0.000765,236.0,U 
235.0,92.0,163.33,29.2,0.312,2.22e+16,0.372,0.00397,236.0,U 
235.0,92.0,173.3,0.03,0.03,2.22e+16,0.000382,0.000382,236.0,U 
235.0,92.0,182.61,1.96,0.121,2.22e+16,0.025,0.00154,236.0,U 
235.0,92.0,185.715,329.0,3.82,2.22e+16,4.19,0.0486,236.0,U 
235.0,92.0,194.94,3.62,0.0654,2.22e+16,0.0461,0.000833,236.0,U 
235.0,92.0,198.9,0.24,0.04,2.22e+16,0.00306,0.000509,236.0,U 
235.0,92.0,202.11,6.21,0.128,2.22e+16,0.0791,0.00163,236.0,U 
235.0,92.0,205.311,28.8,0.365,2.22e+16,0.367,0.00465,236.0,U 
235.0,92.0,215.28,0.167,0.017,2.22e+16,0.00213,0.000216,236.0,U 
235.0,92.0,221.38,0.69,0.0602,2.22e+16,0.00878,0.000766,236.0,U 
235.0,92.0,228.78,0.04,0.000288,2.22e+16,0.000509,3.67e-06,236.0,U 
235.0,92.0,233.5,0.17,0.03,2.22e+16,0.00216,0.000382,236.0,U 
235.0,92.0,240.87,0.43,0.0401,2.22e+16,0.00547,0.000511,236.0,U 
235.0,92.0,246.84,0.305,0.0171,2.22e+16,0.00388,0.000218,236.0,U 
235.0,92.0,266.45,0.035,0.012,2.22e+16,0.000446,0.000153,236.0,U 
235.0,92.0,275.129,0.3,0.0301,2.22e+16,0.00382,0.000383,236.0,U 
235.0,92.0,275.43,0.04,0.012,2.22e+16,0.000509,0.000153,236.0,U 
235.0,92.0,281.42,0.035,0.000252,2.22e+16,0.000446,3.21e-06,236.0,U 
235.0,92.0,282.92,0.035,0.000252,2.22e+16,0.000446,3.21e-06,236.0,U 
235.0,92.0,289.56,0.04,0.000288,2.22e+16,0.000509,3.67e-06,236.0,U 
235.0,92.0,291.65,0.23,0.03,2.22e+16,0.00293,0.000382,236.0,U 
235.0,92.0,301.7,0.029,0.000209,2.22e+16,0.000369,2.66e-06,236.0,U 
235.0,92.0,317.1,0.0058,4.18e-05,2.22e+16,7.38e-05,5.32e-07,236.0,U 
235.0,92.0,343.5,0.017,0.000122,2.22e+16,0.000216,1.55e-06,236.0,U 
235.0,92.0,345.9,0.23,0.03,2.22e+16,0.00293,0.000382,236.0,U 
235.0,92.0,356.03,0.029,0.000209,2.22e+16,0.000369,2.66e-06,236.0,U 
235.0,92.0,387.82,0.23,0.03,2.22e+16,0.00293,0.000382,236.0,U 
235.0,92.0,410.29,0.017,0.000122,2.22e+16,0.000216,1.55e-06,236.0,U 
235.0,92.0,428.71,0.0058,4.18e-05,2.22e+16,7.38e-05,5.32e-07,236.0,U 
235.0,92.0,448.4,0.0058,4.18e-05,2.22e+16,7.38e-05,5.32e-07,236.0,U 
238.0,92.0,31.131,0.00173,0.00018,1410.0,2.2e-05,2.29e-06,239.0,U 
238.0,92.0,43.533,0.11,0.003,1410.0,0.0014,3.82e-05,239.0,U 
238.0,92.0,44.66,0.0035,0.0003,204000.0,4.46e-05,3.82e-06,239.0,Np
238.0,92.0,49.41,0.0035,0.0005,204000.0,4.46e-05,6.37e-06,239.0,Np
238.0,92.0,55.18,2.2e-06,2.4e-10,1410.0,2.8e-08,3.06e-12,239.0,U 
238.0,92.0,57.28,0.00345,0.00019,204000.0,4.39e-05,2.42e-06,239.0,Np
238.0,92.0,57.3,0.00013,1.42e-08,204000.0,1.66e-06,1.81e-10,239.0,Np
238.0,92.0,61.46,0.0343,0.0005,204000.0,0.000437,6.37e-06,239.0,Np
238.0,92.0,67.86,0.0024,0.0006,204000.0,3.06e-05,7.64e-06,239.0,Np
238.0,92.0,74.664,1.3,0.000142,1410.0,0.0166,1.81e-06,239.0,U 
238.0,92.0,86.72,0.00138,0.00015,1410.0,1.76e-05,1.91e-06,239.0,U 
238.0,92.0,88.06,0.00016,5e-05,204000.0,2.04e-06,6.37e-07,239.0,Np
238.0,92.0,101.965,2.1e-05,2.29e-09,204000.0,2.67e-07,2.92e-11,239.0,Np
238.0,92.0,106.123,0.723,0.011,204000.0,0.0092,0.00014,239.0,Np
238.0,92.0,106.47,0.0013,0.00021,204000.0,1.66e-05,2.67e-06,239.0,Np
238.0,92.0,111.0,0.00052,5.68e-08,1410.0,6.62e-06,7.23e-10,239.0,U 
238.0,92.0,117.66,0.0035,0.0012,1410.0,4.46e-05,1.53e-05,239.0,U 
238.0,92.0,124.4,0.00027,2.95e-08,204000.0,3.44e-06,3.76e-10,239.0,Np
238.0,92.0,166.39,0.00045,0.00019,204000.0,5.73e-06,2.42e-06,239.0,Np
238.0,92.0,181.7,0.00215,0.00011,204000.0,2.74e-05,1.4e-06,239.0,Np
238.0,92.0,186.15,0.00084,9.17e-08,1410.0,1.07e-05,1.17e-09,239.0,U 
238.0,92.0,187.4,0.00017,1.86e-08,1410.0,2.16e-06,2.37e-10,239.0,U 
238.0,92.0,191.97,7.2e-05,7.86e-09,1410.0,9.17e-07,1e-10,239.0,U 
238.0,92.0,201.19,5.2e-05,5.68e-09,1410.0,6.62e-07,7.23e-11,239.0,U 
238.0,92.0,209.753,0.0909,0.0013,204000.0,0.00116,1.66e-05,239.0,Np
238.0,92.0,226.38,0.0074,0.0005,204000.0,9.42e-05,6.37e-06,239.0,Np
238.0,92.0,227.83,0.014,1.53e-06,204000.0,0.000178,1.95e-08,239.0,Np
238.0,92.0,228.183,0.286,0.005,204000.0,0.00364,6.37e-05,239.0,Np
238.0,92.0,231.7,7.9e-05,8.63e-09,1410.0,1.01e-06,1.1e-10,239.0,U 
238.0,92.0,254.4,0.00292,0.00016,204000.0,3.72e-05,2.04e-06,239.0,Np
238.0,92.0,255.25,7.2e-05,7.86e-09,1410.0,9.17e-07,1e-10,239.0,U 
238.0,92.0,258.47,6.7e-05,7.32e-09,1410.0,8.53e-07,9.32e-11,239.0,U 
238.0,92.0,260.77,5.9e-05,6.44e-09,1410.0,7.51e-07,8.2e-11,239.0,U 
238.0,92.0,272.84,0.00205,0.00011,204000.0,2.61e-05,1.4e-06,239.0,Np
238.0,92.0,277.599,0.382,0.006,204000.0,0.00486,7.64e-05,239.0,Np
238.0,92.0,285.46,0.021,0.0005,204000.0,0.000267,6.37e-06,239.0,Np
238.0,92.0,296.84,4.1e-05,4.48e-09,1410.0,5.22e-07,5.7e-11,239.0,U 
238.0,92.0,296.84,4.1e-05,4.48e-09,1410.0,5.22e-07,5.7e-11,239.0,U 
238.0,92.0,301.98,3.8e-05,4.15e-09,1410.0,4.84e-07,5.28e-11,239.0,U 
238.0,92.0,304.17,4.5e-05,4.91e-09,1410.0,5.73e-07,6.25e-11,239.0,U 
238.0,92.0,312.05,0.00014,1.53e-08,1410.0,1.78e-06,1.95e-10,239.0,U 
238.0,92.0,315.88,0.0425,0.0008,204000.0,0.000541,1.02e-05,239.0,Np
238.0,92.0,322.26,0.00014,1.53e-08,204000.0,1.78e-06,1.95e-10,239.0,Np
238.0,92.0,334.31,0.055,0.0008,204000.0,0.0007,1.02e-05,239.0,Np
238.0,92.0,345.12,7.9e-05,8.63e-09,1410.0,1.01e-06,1.1e-10,239.0,U 
238.0,92.0,373.52,0.00054,5.9e-08,1410.0,6.88e-06,7.51e-10,239.0,U 
238.0,92.0,378.07,0.00028,3.06e-08,1410.0,3.56e-06,3.9e-10,239.0,U 
238.0,92.0,381.43,3.8e-05,4.15e-09,1410.0,4.84e-07,5.28e-11,239.0,U 
238.0,92.0,392.4,4.3e-05,4.7e-09,204000.0,5.47e-07,5.98e-11,239.0,Np
238.0,92.0,395.3,3.8e-05,4.15e-09,1410.0,4.84e-07,5.28e-11,239.0,U 
238.0,92.0,399.4,1.3e-05,1.42e-09,1410.0,1.66e-07,1.81e-11,239.0,U 
238.0,92.0,407.7,9.1e-05,9.94e-09,1410.0,1.16e-06,1.27e-10,239.0,U 
238.0,92.0,429.5,0.0001,1.09e-08,204000.0,1.27e-06,1.39e-10,239.0,Np
